ppo,pdo,tpo,tdo
the soldier drew the crystal for me .,the soldier drew me the crystal .,a brother sent a chicken to you .,a brother sent you a chicken .
the pilot bought the flower for us .,the pilot bought us the flower .,a brother sent a chicken to me .,a brother sent me a chicken .
the opponent left the beer for it .,the opponent left it the beer .,a prince sold a cup to them .,a prince sold them a cup .
the friend kept the salad for him .,the friend kept him the salad .,a prince sold a cup to me .,a prince sold me a cup .
the hero made the log for me .,the hero made me the log .,a prince sold a cup to us .,a prince sold us a cup .
the son saved the television for you .,the son saved you the television .,a prince sold a cup to you .,a prince sold you a cup .
the physician got the salad for him .,the physician got him the salad .,a prince sold a cup to us .,a prince sold us a cup .
the soldier designed the gun for you .,the soldier designed you the gun .,a prince sold a cup to you .,a prince sold you a cup .
the child caught the ball for you .,the child caught you the ball .,a prince sold a cup to us .,a prince sold us a cup .
the manager drew the key for him .,the manager drew him the key .,a prince sold a cup to us .,a prince sold us a cup .
the aunt left the cigarette for me .,the aunt left me the cigarette .,a prince sold a cup to her .,a prince sold her a cup .
the professor got the cheese for her .,the professor got her the cheese .,a prince sold a cup to him .,a prince sold him a cup .
the reader sent the coat to them .,the reader sent them the coat .,a minister kept a meal for it .,a minister kept it a meal .
the brother brought the beer to him .,the brother brought him the beer .,a minister kept a meal for me .,a minister kept me a meal .
the husband brought the key to them .,the husband brought them the key .,a minister kept a meal for you .,a minister kept you a meal .
the prince sent the coffee to me .,the prince sent me the coffee .,a minister kept a meal for him .,a minister kept him a meal .
the colonel showed the card to you .,the colonel showed you the card .,a minister kept a meal for him .,a minister kept him a meal .
the professor sent the camera to you .,the professor sent you the camera .,a minister kept a meal for you .,a minister kept you a meal .
the bishop threw the beer to me .,the bishop threw me the beer .,a minister kept a meal for it .,a minister kept it a meal .
the captain brought the chicken to you .,the captain brought you the chicken .,a minister kept a meal for them .,a minister kept them a meal .
the candidate supplied the computer to you .,the candidate supplied you the computer .,a minister kept a meal for me .,a minister kept me a meal .
the student threw the cheese to you .,the student threw you the cheese .,a minister kept a meal for her .,a minister kept her a meal .
the manager caught the box for it .,the manager caught it the box .,a student supplied a candy to me .,a student supplied me a candy .
the soldier caught the knife for us .,the soldier caught us the knife .,a student supplied a candy to us .,a student supplied us a candy .
the man left the tea for me .,the man left me the tea .,a student supplied a candy to them .,a student supplied them a candy .
the champion bought the ball for her .,the champion bought her the ball .,a student supplied a candy to them .,a student supplied them a candy .
the adult made the wire for us .,the adult made us the wire .,a student supplied a candy to you .,a student supplied you a candy .
the parent bought the flower for me .,the parent bought me the flower .,a student supplied a candy to them .,a student supplied them a candy .
the prince got the chicken for him .,the prince got him the chicken .,a student supplied a candy to us .,a student supplied us a candy .
the lawyer left the log for them .,the lawyer left them the log .,a student supplied a candy to you .,a student supplied you a candy .
the prince saved the box for you .,the prince saved you the box .,a student supplied a candy to him .,a student supplied him a candy .
the buddy made the anchor for you .,the buddy made you the anchor .,a student supplied a candy to us .,a student supplied us a candy .
the worker bought the instrument for him .,the worker bought him the instrument .,a king showed a coffee to me .,a king showed me a coffee .
the woman caught the guitar for him .,the woman caught him the guitar .,a king showed a coffee to him .,a king showed him a coffee .
the opponent saved the machine for them .,the opponent saved them the machine .,a king showed a coffee to you .,a king showed you a coffee .
the minister kept the meal for him .,the minister kept him the meal .,a king showed a coffee to him .,a king showed him a coffee .
the captain found the candy for it .,the captain found it the candy .,a king showed a coffee to me .,a king showed me a coffee .
the partner got the knife for me .,the partner got me the knife .,a king showed a coffee to us .,a king showed us a coffee .
the buddy purchased the meal for you .,the buddy purchased you the meal .,a king showed a coffee to you .,a king showed you a coffee .
the pilot left the glass for her .,the pilot left her the glass .,a king showed a coffee to me .,a king showed me a coffee .
the employer purchased the juice for us .,the employer purchased us the juice .,a king showed a coffee to it .,a king showed it a coffee .
the teacher kept the motor for him .,the teacher kept him the motor .,a king showed a coffee to us .,a king showed us a coffee .
the sheriff threw the candy to us .,the sheriff threw us the candy .,a physician kept a card for him .,a physician kept him a card .
the mother showed the tea to him .,the mother showed him the tea .,a physician kept a card for us .,a physician kept us a card .
the attorney brought the bowl to me .,the attorney brought me the bowl .,a physician kept a card for me .,a physician kept me a card .
the professor threw the wire to you .,the professor threw you the wire .,a physician kept a card for you .,a physician kept you a card .
