text,structure,verb,det,prep
the singer drew the key for it .,PD,DRAW,THE,for
the singer drew it the key .,DO,DRAW,THE,for
the guest drew the cigarette for them .,PD,DRAW,THE,for
the guest drew them the cigarette .,DO,DRAW,THE,for
the lady drew the gun for me .,PD,DRAW,THE,for
the lady drew me the gun .,DO,DRAW,THE,for
the kid drew the cup for us .,PD,DRAW,THE,for
the kid drew us the cup .,DO,DRAW,THE,for
the girl drew the gun for them .,PD,DRAW,THE,for
the girl drew them the gun .,DO,DRAW,THE,for
an author drew a camera for her .,PD,DRAW,A,for
an author drew her a camera .,DO,DRAW,A,for
a champion drew a television for him .,PD,DRAW,A,for
a champion drew him a television .,DO,DRAW,A,for
a guest drew a glass for it .,PD,DRAW,A,for
a guest drew it a glass .,DO,DRAW,A,for
a husband drew a bell for me .,PD,DRAW,A,for
a husband drew me a bell .,DO,DRAW,A,for
a pilot drew a television for us .,PD,DRAW,A,for
a pilot drew us a television .,DO,DRAW,A,for
a winner drew a television for them .,PD,DRAW,A,for
a winner drew them a television .,DO,DRAW,A,for
a professor drew a log for you .,PD,DRAW,A,for
a professor drew you a log .,DO,DRAW,A,for
a cousin drew a pot for us .,PD,DRAW,A,for
a cousin drew us a pot .,DO,DRAW,A,for
a physician drew a machine for us .,PD,DRAW,A,for
a physician drew us a machine .,DO,DRAW,A,for
a singer drew an engine for her .,PD,DRAW,A,for
a singer drew her an engine .,DO,DRAW,A,for
a king drew a bottle for me .,PD,DRAW,A,for
a king drew me a bottle .,DO,DRAW,A,for
a guy drew a bottle for it .,PD,DRAW,A,for
a guy drew it a bottle .,DO,DRAW,A,for
a pilot drew a ball for it .,PD,DRAW,A,for
a pilot drew it a ball .,DO,DRAW,A,for
a captain drew a crystal for us .,PD,DRAW,A,for
a captain drew us a crystal .,DO,DRAW,A,for
a prince drew a book for us .,PD,DRAW,A,for
a prince drew us a book .,DO,DRAW,A,for
a prince drew a motor for you .,PD,DRAW,A,for
a prince drew you a motor .,DO,DRAW,A,for
a champion drew a bottle for you .,PD,DRAW,A,for
a champion drew you a bottle .,DO,DRAW,A,for
a president drew a motor for us .,PD,DRAW,A,for
a president drew us a motor .,DO,DRAW,A,for
a cousin drew a pot for it .,PD,DRAW,A,for
a cousin drew it a pot .,DO,DRAW,A,for
a winner drew an iron for it .,PD,DRAW,A,for
a winner drew it an iron .,DO,DRAW,A,for
the secretary found the coffee for you .,PD,FIND,THE,for
the secretary found you the coffee .,DO,FIND,THE,for
the professor found the pie for her .,PD,FIND,THE,for
the professor found her the pie .,DO,FIND,THE,for
the chief found the beer for you .,PD,FIND,THE,for
the chief found you the beer .,DO,FIND,THE,for
the bishop found the crystal for you .,PD,FIND,THE,for
the bishop found you the crystal .,DO,FIND,THE,for
the physician found the pie for her .,PD,FIND,THE,for
the physician found her the pie .,DO,FIND,THE,for
the nurse found the ball for us .,PD,FIND,THE,for
the nurse found us the ball .,DO,FIND,THE,for
the aunt found the cigarette for us .,PD,FIND,THE,for
the aunt found us the cigarette .,DO,FIND,THE,for
the lawyer found the pie for you .,PD,FIND,THE,for
the lawyer found you the pie .,DO,FIND,THE,for
the aunt found the coffee for it .,PD,FIND,THE,for
the aunt found it the coffee .,DO,FIND,THE,for
the opponent found the juice for them .,PD,FIND,THE,for
the opponent found them the juice .,DO,FIND,THE,for
the captain found the camera for you .,PD,FIND,THE,for
the captain found you the camera .,DO,FIND,THE,for
the teacher found the juice for you .,PD,FIND,THE,for
the teacher found you the juice .,DO,FIND,THE,for
the actor found the computer for you .,PD,FIND,THE,for
the actor found you the computer .,DO,FIND,THE,for
the lawyer found the candy for us .,PD,FIND,THE,for
the lawyer found us the candy .,DO,FIND,THE,for
the minister found the meal for him .,PD,FIND,THE,for
the minister found him the meal .,DO,FIND,THE,for
the lawyer found the salad for him .,PD,FIND,THE,for
the lawyer found him the salad .,DO,FIND,THE,for
the wife found the knife for me .,PD,FIND,THE,for
the wife found me the knife .,DO,FIND,THE,for
the princess found the guitar for her .,PD,FIND,THE,for
the princess found her the guitar .,DO,FIND,THE,for
the champion found the beer for us .,PD,FIND,THE,for
the champion found us the beer .,DO,FIND,THE,for
the president found the coffee for it .,PD,FIND,THE,for
the president found it the coffee .,DO,FIND,THE,for
a lady found a coffee for us .,PD,FIND,A,for
a lady found us a coffee .,DO,FIND,A,for
a brother found a motor for you .,PD,FIND,A,for
a brother found you a motor .,DO,FIND,A,for
a worker found a pie for her .,PD,FIND,A,for
a worker found her a pie .,DO,FIND,A,for
a guest found a meal for me .,PD,FIND,A,for
a guest found me a meal .,DO,FIND,A,for
a father found a cup for him .,PD,FIND,A,for
a father found him a cup .,DO,FIND,A,for
an actress found a salad for you .,PD,FIND,A,for
an actress found you a salad .,DO,FIND,A,for
a scientist found a cheese for you .,PD,FIND,A,for
a scientist found you a cheese .,DO,FIND,A,for
a colonel found a juice for it .,PD,FIND,A,for
a colonel found it a juice .,DO,FIND,A,for
a candidate found a wire for you .,PD,FIND,A,for
a candidate found you a wire .,DO,FIND,A,for
an uncle found a computer for me .,PD,FIND,A,for
an uncle found me a computer .,DO,FIND,A,for
an employer found a candy for it .,PD,FIND,A,for
an employer found it a candy .,DO,FIND,A,for
a writer found a tea for you .,PD,FIND,A,for
a writer found you a tea .,DO,FIND,A,for
a kid found a coffee for me .,PD,FIND,A,for
a kid found me a coffee .,DO,FIND,A,for
a captain found a card for them .,PD,FIND,A,for
a captain found them a card .,DO,FIND,A,for
a father found a beer for me .,PD,FIND,A,for
a father found me a beer .,DO,FIND,A,for
the minister got the guitar for him .,PD,GET,THE,for
the minister got him the guitar .,DO,GET,THE,for
the writer got the key for it .,PD,GET,THE,for
the writer got it the key .,DO,GET,THE,for
the wife got the crystal for you .,PD,GET,THE,for
the wife got you the crystal .,DO,GET,THE,for
the pilot got the salad for you .,PD,GET,THE,for
the pilot got you the salad .,DO,GET,THE,for
the actor got the bag for us .,PD,GET,THE,for
the actor got us the bag .,DO,GET,THE,for
the uncle got the pie for her .,PD,GET,THE,for
the uncle got her the pie .,DO,GET,THE,for
the writer got the coffee for him .,PD,GET,THE,for
the writer got him the coffee .,DO,GET,THE,for
the author got the candy for you .,PD,GET,THE,for
the author got you the candy .,DO,GET,THE,for
the colonel got the coffee for them .,PD,GET,THE,for
the colonel got them the coffee .,DO,GET,THE,for
the mother got the beer for it .,PD,GET,THE,for
the mother got it the beer .,DO,GET,THE,for
the chief got the juice for him .,PD,GET,THE,for
the chief got him the juice .,DO,GET,THE,for
the kid got the computer for them .,PD,GET,THE,for
the kid got them the computer .,DO,GET,THE,for
the king got the chocolate for us .,PD,GET,THE,for
the king got us the chocolate .,DO,GET,THE,for
the soldier got the cup for me .,PD,GET,THE,for
the soldier got me the cup .,DO,GET,THE,for
the opponent got the camera for it .,PD,GET,THE,for
the opponent got it the camera .,DO,GET,THE,for
the attorney got the chocolate for him .,PD,GET,THE,for
the attorney got him the chocolate .,DO,GET,THE,for
a pilot got a book for them .,PD,GET,A,for
a pilot got them a book .,DO,GET,A,for
a lady got a wire for you .,PD,GET,A,for
a lady got you a wire .,DO,GET,A,for
a son got a bowl for you .,PD,GET,A,for
a son got you a bowl .,DO,GET,A,for
a mayor got a log for it .,PD,GET,A,for
a mayor got it a log .,DO,GET,A,for
a captain got a coffee for me .,PD,GET,A,for
a captain got me a coffee .,DO,GET,A,for
an adult got a meal for him .,PD,GET,A,for
an adult got him a meal .,DO,GET,A,for
a hero got a television for me .,PD,GET,A,for
a hero got me a television .,DO,GET,A,for
a sheriff got a bottle for it .,PD,GET,A,for
a sheriff got it a bottle .,DO,GET,A,for
a brother got a coat for us .,PD,GET,A,for
a brother got us a coat .,DO,GET,A,for
a leader got a salad for her .,PD,GET,A,for
a leader got her a salad .,DO,GET,A,for
an opponent got a chocolate for us .,PD,GET,A,for
an opponent got us a chocolate .,DO,GET,A,for
an author got a ball for us .,PD,GET,A,for
an author got us a ball .,DO,GET,A,for
an uncle got a meal for them .,PD,GET,A,for
an uncle got them a meal .,DO,GET,A,for
a physician got a meal for me .,PD,GET,A,for
a physician got me a meal .,DO,GET,A,for
a mayor got a cup for him .,PD,GET,A,for
a mayor got him a cup .,DO,GET,A,for
an uncle got a plate for you .,PD,GET,A,for
an uncle got you a plate .,DO,GET,A,for
a bishop got a tea for us .,PD,GET,A,for
a bishop got us a tea .,DO,GET,A,for
a cousin got a book for us .,PD,GET,A,for
a cousin got us a book .,DO,GET,A,for
a guest got a box for me .,PD,GET,A,for
a guest got me a box .,DO,GET,A,for
the candidate gave the gun to us .,PD,GIVE,THE,to
the candidate gave us the gun .,DO,GIVE,THE,to
the soldier gave the glass to you .,PD,GIVE,THE,to
the soldier gave you the glass .,DO,GIVE,THE,to
the woman gave the beer to them .,PD,GIVE,THE,to
the woman gave them the beer .,DO,GIVE,THE,to
the son gave the meal to him .,PD,GIVE,THE,to
the son gave him the meal .,DO,GIVE,THE,to
the secretary gave the meal to you .,PD,GIVE,THE,to
the secretary gave you the meal .,DO,GIVE,THE,to
the boy gave the tea to them .,PD,GIVE,THE,to
the boy gave them the tea .,DO,GIVE,THE,to
the priest gave the salad to her .,PD,GIVE,THE,to
the priest gave her the salad .,DO,GIVE,THE,to
the cousin gave the coffee to them .,PD,GIVE,THE,to
the cousin gave them the coffee .,DO,GIVE,THE,to
the singer gave the chocolate to it .,PD,GIVE,THE,to
the singer gave it the chocolate .,DO,GIVE,THE,to
the mother gave the cheese to her .,PD,GIVE,THE,to
the mother gave her the cheese .,DO,GIVE,THE,to
the adult gave the button to him .,PD,GIVE,THE,to
the adult gave him the button .,DO,GIVE,THE,to
the champion gave the pie to him .,PD,GIVE,THE,to
the champion gave him the pie .,DO,GIVE,THE,to
the secretary gave the juice to me .,PD,GIVE,THE,to
the secretary gave me the juice .,DO,GIVE,THE,to
the chief gave the book to them .,PD,GIVE,THE,to
the chief gave them the book .,DO,GIVE,THE,to
the winner gave the meal to it .,PD,GIVE,THE,to
the winner gave it the meal .,DO,GIVE,THE,to
the physician gave the coffee to him .,PD,GIVE,THE,to
the physician gave him the coffee .,DO,GIVE,THE,to
the writer gave the jacket to it .,PD,GIVE,THE,to
the writer gave it the jacket .,DO,GIVE,THE,to
a mother gave a tea to it .,PD,GIVE,A,to
a mother gave it a tea .,DO,GIVE,A,to
a captain gave a coffee to you .,PD,GIVE,A,to
a captain gave you a coffee .,DO,GIVE,A,to
a reader gave a chicken to you .,PD,GIVE,A,to
a reader gave you a chicken .,DO,GIVE,A,to
a colonel gave a beer to you .,PD,GIVE,A,to
a colonel gave you a beer .,DO,GIVE,A,to
a buddy gave a beer to them .,PD,GIVE,A,to
a buddy gave them a beer .,DO,GIVE,A,to
a secretary gave a candy to us .,PD,GIVE,A,to
a secretary gave us a candy .,DO,GIVE,A,to
a manager gave a cheese to you .,PD,GIVE,A,to
a manager gave you a cheese .,DO,GIVE,A,to
a student gave a meal to them .,PD,GIVE,A,to
a student gave them a meal .,DO,GIVE,A,to
a secretary gave a candy to her .,PD,GIVE,A,to
a secretary gave her a candy .,DO,GIVE,A,to
a cop gave a crystal to us .,PD,GIVE,A,to
a cop gave us a crystal .,DO,GIVE,A,to
a guest gave a flower to him .,PD,GIVE,A,to
a guest gave him a flower .,DO,GIVE,A,to
a cousin gave a television to us .,PD,GIVE,A,to
a cousin gave us a television .,DO,GIVE,A,to
a chief gave a pie to you .,PD,GIVE,A,to
a chief gave you a pie .,DO,GIVE,A,to
a reader gave a tea to me .,PD,GIVE,A,to
a reader gave me a tea .,DO,GIVE,A,to
a friend gave a juice to him .,PD,GIVE,A,to
a friend gave him a juice .,DO,GIVE,A,to
a professor gave a tea to you .,PD,GIVE,A,to
a professor gave you a tea .,DO,GIVE,A,to
a candidate gave a salad to you .,PD,GIVE,A,to
a candidate gave you a salad .,DO,GIVE,A,to
a princess gave an anchor to us .,PD,GIVE,A,to
a princess gave us an anchor .,DO,GIVE,A,to
a buddy gave a camera to me .,PD,GIVE,A,to
a buddy gave me a camera .,DO,GIVE,A,to
the teacher kept the coffee for you .,PD,KEEP,THE,for
the teacher kept you the coffee .,DO,KEEP,THE,for
the professor kept the cheese for him .,PD,KEEP,THE,for
the professor kept him the cheese .,DO,KEEP,THE,for
the bishop kept the card for me .,PD,KEEP,THE,for
the bishop kept me the card .,DO,KEEP,THE,for
the singer kept the glass for him .,PD,KEEP,THE,for
the singer kept him the glass .,DO,KEEP,THE,for
the professor kept the cheese for them .,PD,KEEP,THE,for
the professor kept them the cheese .,DO,KEEP,THE,for
the reader kept the television for me .,PD,KEEP,THE,for
the reader kept me the television .,DO,KEEP,THE,for
the minister kept the meal for you .,PD,KEEP,THE,for
the minister kept you the meal .,DO,KEEP,THE,for
the mayor kept the pie for you .,PD,KEEP,THE,for
the mayor kept you the pie .,DO,KEEP,THE,for
the actress kept the instrument for you .,PD,KEEP,THE,for
the actress kept you the instrument .,DO,KEEP,THE,for
the student kept the coffee for him .,PD,KEEP,THE,for
the student kept him the coffee .,DO,KEEP,THE,for
the lawyer kept the engine for you .,PD,KEEP,THE,for
the lawyer kept you the engine .,DO,KEEP,THE,for
the teacher kept the motor for them .,PD,KEEP,THE,for
the teacher kept them the motor .,DO,KEEP,THE,for
the captain kept the jacket for you .,PD,KEEP,THE,for
the captain kept you the jacket .,DO,KEEP,THE,for
the buddy kept the key for us .,PD,KEEP,THE,for
the buddy kept us the key .,DO,KEEP,THE,for
the soldier kept the motor for me .,PD,KEEP,THE,for
the soldier kept me the motor .,DO,KEEP,THE,for
the actress kept the juice for her .,PD,KEEP,THE,for
the actress kept her the juice .,DO,KEEP,THE,for
the cousin kept the knife for me .,PD,KEEP,THE,for
the cousin kept me the knife .,DO,KEEP,THE,for
the actress kept the coffee for you .,PD,KEEP,THE,for
the actress kept you the coffee .,DO,KEEP,THE,for
the hero kept the coffee for us .,PD,KEEP,THE,for
the hero kept us the coffee .,DO,KEEP,THE,for
a parent kept a chocolate for you .,PD,KEEP,A,for
a parent kept you a chocolate .,DO,KEEP,A,for
an employee kept a meal for her .,PD,KEEP,A,for
an employee kept her a meal .,DO,KEEP,A,for
a partner kept a meal for you .,PD,KEEP,A,for
a partner kept you a meal .,DO,KEEP,A,for
a mayor kept a television for her .,PD,KEEP,A,for
a mayor kept her a television .,DO,KEEP,A,for
a partner kept a meal for her .,PD,KEEP,A,for
a partner kept her a meal .,DO,KEEP,A,for
a worker kept a tea for him .,PD,KEEP,A,for
a worker kept him a tea .,DO,KEEP,A,for
a chief kept a juice for them .,PD,KEEP,A,for
a chief kept them a juice .,DO,KEEP,A,for
a soldier kept a cheese for you .,PD,KEEP,A,for
a soldier kept you a cheese .,DO,KEEP,A,for
a soldier kept a bell for you .,PD,KEEP,A,for
a soldier kept you a bell .,DO,KEEP,A,for
a lady kept a beer for him .,PD,KEEP,A,for
a lady kept him a beer .,DO,KEEP,A,for
a physician kept a chocolate for us .,PD,KEEP,A,for
a physician kept us a chocolate .,DO,KEEP,A,for
an attorney kept a cheese for me .,PD,KEEP,A,for
an attorney kept me a cheese .,DO,KEEP,A,for
a singer kept a candy for her .,PD,KEEP,A,for
a singer kept her a candy .,DO,KEEP,A,for
a lady kept a juice for you .,PD,KEEP,A,for
a lady kept you a juice .,DO,KEEP,A,for
a parent kept a coffee for me .,PD,KEEP,A,for
a parent kept me a coffee .,DO,KEEP,A,for
a father kept a pie for him .,PD,KEEP,A,for
a father kept him a pie .,DO,KEEP,A,for
a scientist kept a coffee for him .,PD,KEEP,A,for
a scientist kept him a coffee .,DO,KEEP,A,for
the aunt left the coffee for you .,PD,LEAVE,THE,for
the aunt left you the coffee .,DO,LEAVE,THE,for
the bishop left the pie for her .,PD,LEAVE,THE,for
the bishop left her the pie .,DO,LEAVE,THE,for
the leader left the computer for you .,PD,LEAVE,THE,for
the leader left you the computer .,DO,LEAVE,THE,for
the doctor left the meal for it .,PD,LEAVE,THE,for
the doctor left it the meal .,DO,LEAVE,THE,for
the girl left the pot for you .,PD,LEAVE,THE,for
the girl left you the pot .,DO,LEAVE,THE,for
the leader left the pie for us .,PD,LEAVE,THE,for
the leader left us the pie .,DO,LEAVE,THE,for
the mother left the card for me .,PD,LEAVE,THE,for
the mother left me the card .,DO,LEAVE,THE,for
the pilot left the juice for you .,PD,LEAVE,THE,for
the pilot left you the juice .,DO,LEAVE,THE,for
the student left the glass for us .,PD,LEAVE,THE,for
the student left us the glass .,DO,LEAVE,THE,for
the actor left the hat for us .,PD,LEAVE,THE,for
the actor left us the hat .,DO,LEAVE,THE,for
the actress left the meal for her .,PD,LEAVE,THE,for
the actress left her the meal .,DO,LEAVE,THE,for
the professor left the beer for us .,PD,LEAVE,THE,for
the professor left us the beer .,DO,LEAVE,THE,for
