text,structure,verb,det,prep
a man saved a chicken for a band .,PD,SAVE,A,for
a man saved a band a chicken .,DO,SAVE,A,for
a priest saved a beer for a club .,PD,SAVE,A,for
a priest saved a club a beer .,DO,SAVE,A,for
a friend saved a pie for a band .,PD,SAVE,A,for
a friend saved a band a pie .,DO,SAVE,A,for
the colonel sold the cigarette to the company .,PD,SELL,THE,to
the colonel sold the company the cigarette .,DO,SELL,THE,to
the uncle sold the hat to the champion .,PD,SELL,THE,to
the uncle sold the champion the hat .,DO,SELL,THE,to
the physician sold the gun to the colonel .,PD,SELL,THE,to
the physician sold the colonel the gun .,DO,SELL,THE,to
the winner sold the crystal to the daughter .,PD,SELL,THE,to
the winner sold the daughter the crystal .,DO,SELL,THE,to
the uncle sold the beer to the company .,PD,SELL,THE,to
the uncle sold the company the beer .,DO,SELL,THE,to
the singer sold the television to the company .,PD,SELL,THE,to
the singer sold the company the television .,DO,SELL,THE,to
the scientist sold the salad to the business .,PD,SELL,THE,to
the scientist sold the business the salad .,DO,SELL,THE,to
the man sold the plate to the administration .,PD,SELL,THE,to
the man sold the administration the plate .,DO,SELL,THE,to
the winner sold the television to the club .,PD,SELL,THE,to
the winner sold the club the television .,DO,SELL,THE,to
the captain sold the juice to the friend .,PD,SELL,THE,to
the captain sold the friend the juice .,DO,SELL,THE,to
a chief sold a coffee to an actor .,PD,SELL,A,to
a chief sold an actor a coffee .,DO,SELL,A,to
a manager sold a coffee to a club .,PD,SELL,A,to
a manager sold a club a coffee .,DO,SELL,A,to
a lawyer sold a meal to a club .,PD,SELL,A,to
a lawyer sold a club a meal .,DO,SELL,A,to
a boy sold a hat to a club .,PD,SELL,A,to
a boy sold a club a hat .,DO,SELL,A,to
a woman sold a telephone to a band .,PD,SELL,A,to
a woman sold a band a telephone .,DO,SELL,A,to
a mayor sold a juice to a priest .,PD,SELL,A,to
a mayor sold a priest a juice .,DO,SELL,A,to
a nurse sold a cheese to a company .,PD,SELL,A,to
a nurse sold a company a cheese .,DO,SELL,A,to
a soldier sold a pie to a boy .,PD,SELL,A,to
a soldier sold a boy a pie .,DO,SELL,A,to
a winner sold a juice to a champion .,PD,SELL,A,to
a winner sold a champion a juice .,DO,SELL,A,to
a scientist sold a machine to a band .,PD,SELL,A,to
a scientist sold a band a machine .,DO,SELL,A,to
the writer sent the tea to the corporation .,PD,SEND,THE,to
the writer sent the corporation the tea .,DO,SEND,THE,to
the scientist sent the key to the bishop .,PD,SEND,THE,to
the scientist sent the bishop the key .,DO,SEND,THE,to
the worker sent the beer to the administration .,PD,SEND,THE,to
the worker sent the administration the beer .,DO,SEND,THE,to
a president sent a salad to a corporation .,PD,SEND,A,to
a president sent a corporation a salad .,DO,SEND,A,to
a guest sent a tea to an author .,PD,SEND,A,to
a guest sent an author a tea .,DO,SEND,A,to
a reader sent a book to a business .,PD,SEND,A,to
a reader sent a business a book .,DO,SEND,A,to
a man sent a hat to an employer .,PD,SEND,A,to
a man sent an employer a hat .,DO,SEND,A,to
a physician sent a computer to an aunt .,PD,SEND,A,to
a physician sent an aunt a computer .,DO,SEND,A,to
a leader sent a tea to a guy .,PD,SEND,A,to
a leader sent a guy a tea .,DO,SEND,A,to
a writer sent a chicken to a band .,PD,SEND,A,to
a writer sent a band a chicken .,DO,SEND,A,to
a soldier sent a coffee to an administration .,PD,SEND,A,to
a soldier sent an administration a coffee .,DO,SEND,A,to
a brother sent a beer to a corporation .,PD,SEND,A,to
a brother sent a corporation a beer .,DO,SEND,A,to
an attorney sent an engine to a writer .,PD,SEND,A,to
an attorney sent a writer an engine .,DO,SEND,A,to
the writer showed the ball to the company .,PD,SHOW,THE,to
the writer showed the company the ball .,DO,SHOW,THE,to
the actor showed the coat to the mayor .,PD,SHOW,THE,to
the actor showed the mayor the coat .,DO,SHOW,THE,to
the brother showed the candy to the student .,PD,SHOW,THE,to
the brother showed the student the candy .,DO,SHOW,THE,to
the soldier showed the machine to the club .,PD,SHOW,THE,to
the soldier showed the club the machine .,DO,SHOW,THE,to
the man showed the coffee to the band .,PD,SHOW,THE,to
the man showed the band the coffee .,DO,SHOW,THE,to
the winner showed the beer to the business .,PD,SHOW,THE,to
the winner showed the business the beer .,DO,SHOW,THE,to
a parent showed a glass to an administration .,PD,SHOW,A,to
a parent showed an administration a glass .,DO,SHOW,A,to
a daughter showed a tea to a worker .,PD,SHOW,A,to
a daughter showed a worker a tea .,DO,SHOW,A,to
an actor showed an anchor to a physician .,PD,SHOW,A,to
an actor showed a physician an anchor .,DO,SHOW,A,to
a lawyer showed a juice to an administration .,PD,SHOW,A,to
a lawyer showed an administration a juice .,DO,SHOW,A,to
an attorney showed a beer to a bishop .,PD,SHOW,A,to
an attorney showed a bishop a beer .,DO,SHOW,A,to
an author showed a coffee to a corporation .,PD,SHOW,A,to
an author showed a corporation a coffee .,DO,SHOW,A,to
a princess showed a telephone to a company .,PD,SHOW,A,to
a princess showed a company a telephone .,DO,SHOW,A,to
the husband supplied the engine to the band .,PD,SUPPLY,THE,to
the husband supplied the band the engine .,DO,SUPPLY,THE,to
the minister supplied the juice to the prince .,PD,SUPPLY,THE,to
the minister supplied the prince the juice .,DO,SUPPLY,THE,to
the partner supplied the crystal to the girl .,PD,SUPPLY,THE,to
the partner supplied the girl the crystal .,DO,SUPPLY,THE,to
the leader supplied the meal to the business .,PD,SUPPLY,THE,to
the leader supplied the business the meal .,DO,SUPPLY,THE,to
the singer supplied the meal to the hero .,PD,SUPPLY,THE,to
the singer supplied the hero the meal .,DO,SUPPLY,THE,to
the brother supplied the machine to the administration .,PD,SUPPLY,THE,to
the brother supplied the administration the machine .,DO,SUPPLY,THE,to
the colonel supplied the gun to the mayor .,PD,SUPPLY,THE,to
the colonel supplied the mayor the gun .,DO,SUPPLY,THE,to
the hero supplied the engine to the soldier .,PD,SUPPLY,THE,to
the hero supplied the soldier the engine .,DO,SUPPLY,THE,to
the doctor supplied the cigarette to the colonel .,PD,SUPPLY,THE,to
the doctor supplied the colonel the cigarette .,DO,SUPPLY,THE,to
the champion supplied the chicken to the company .,PD,SUPPLY,THE,to
the champion supplied the company the chicken .,DO,SUPPLY,THE,to
the daughter supplied the chocolate to the band .,PD,SUPPLY,THE,to
the daughter supplied the band the chocolate .,DO,SUPPLY,THE,to
a priest supplied a juice to a father .,PD,SUPPLY,A,to
a priest supplied a father a juice .,DO,SUPPLY,A,to
a guy supplied a salad to a candidate .,PD,SUPPLY,A,to
a guy supplied a candidate a salad .,DO,SUPPLY,A,to
a minister supplied a bottle to a cousin .,PD,SUPPLY,A,to
a minister supplied a cousin a bottle .,DO,SUPPLY,A,to
a child supplied a meal to an attorney .,PD,SUPPLY,A,to
a child supplied an attorney a meal .,DO,SUPPLY,A,to
a sheriff supplied a tea to a business .,PD,SUPPLY,A,to
a sheriff supplied a business a tea .,DO,SUPPLY,A,to
a minister supplied a cup to a father .,PD,SUPPLY,A,to
a minister supplied a father a cup .,DO,SUPPLY,A,to
a physician supplied a candy to a corporation .,PD,SUPPLY,A,to
a physician supplied a corporation a candy .,DO,SUPPLY,A,to
a winner supplied a juice to a champion .,PD,SUPPLY,A,to
a winner supplied a champion a juice .,DO,SUPPLY,A,to
a secretary supplied a motor to an army .,PD,SUPPLY,A,to
a secretary supplied an army a motor .,DO,SUPPLY,A,to
a pilot supplied a pie to a club .,PD,SUPPLY,A,to
a pilot supplied a club a pie .,DO,SUPPLY,A,to
an employer supplied an engine to a champion .,PD,SUPPLY,A,to
an employer supplied a champion an engine .,DO,SUPPLY,A,to
the uncle designed the book for the lawyer .,PD,DESIGN,THE,for
the uncle designed the lawyer the book .,DO,DESIGN,THE,for
the minister designed the book for the champion .,PD,DESIGN,THE,for
the minister designed the champion the book .,DO,DESIGN,THE,for
the corporation designed the wire for the company .,PD,DESIGN,THE,for
the corporation designed the company the wire .,DO,DESIGN,THE,for
the administration designed the coat for the business .,PD,DESIGN,THE,for
the administration designed the business the coat .,DO,DESIGN,THE,for
an army designed a bag for an administration .,PD,DESIGN,A,for
an army designed an administration a bag .,DO,DESIGN,A,for
a boy designed a cup for a nurse .,PD,DESIGN,A,for
a boy designed a nurse a cup .,DO,DESIGN,A,for
a corporation designed a box for an administration .,PD,DESIGN,A,for
a corporation designed an administration a box .,DO,DESIGN,A,for
an administration designed a gun for a corporation .,PD,DESIGN,A,for
an administration designed a corporation a gun .,DO,DESIGN,A,for
an author designed a button for a minister .,PD,DESIGN,A,for
an author designed a minister a button .,DO,DESIGN,A,for
an employer designed a box for a wife .,PD,DESIGN,A,for
an employer designed a wife a box .,DO,DESIGN,A,for
a band designed a computer for a business .,PD,DESIGN,A,for
a band designed a business a computer .,DO,DESIGN,A,for
the candidate took the camera to the manager .,PD,TAKE,THE,to
the candidate took the manager the camera .,DO,TAKE,THE,to
the colonel took the card to the teacher .,PD,TAKE,THE,to
the colonel took the teacher the card .,DO,TAKE,THE,to
the mother took the engine to the uncle .,PD,TAKE,THE,to
the mother took the uncle the engine .,DO,TAKE,THE,to
the professor took the guitar to the sheriff .,PD,TAKE,THE,to
the professor took the sheriff the guitar .,DO,TAKE,THE,to
the uncle took the knife to the leader .,PD,TAKE,THE,to
the uncle took the leader the knife .,DO,TAKE,THE,to
the lawyer took the iron to the daughter .,PD,TAKE,THE,to
the lawyer took the daughter the iron .,DO,TAKE,THE,to
the employer took the motor to the scientist .,PD,TAKE,THE,to
the employer took the scientist the motor .,DO,TAKE,THE,to
a girl took a glass to a lawyer .,PD,TAKE,A,to
a girl took a lawyer a glass .,DO,TAKE,A,to
a colonel took an iron to a partner .,PD,TAKE,A,to
a colonel took a partner an iron .,DO,TAKE,A,to
a pilot took a jacket to a daughter .,PD,TAKE,A,to
a pilot took a daughter a jacket .,DO,TAKE,A,to
a winner took a ball to a writer .,PD,TAKE,A,to
a winner took a writer a ball .,DO,TAKE,A,to
a champion took a cup to a lawyer .,PD,TAKE,A,to
a champion took a lawyer a cup .,DO,TAKE,A,to
a woman took a motor to a candidate .,PD,TAKE,A,to
a woman took a candidate a motor .,DO,TAKE,A,to
the captain fed the candy to the worker .,PD,FEED,THE,to
the captain fed the worker the candy .,DO,FEED,THE,to
the uncle fed the chicken to the writer .,PD,FEED,THE,to
the uncle fed the writer the chicken .,DO,FEED,THE,to
the opponent fed the chicken to the chief .,PD,FEED,THE,to
the opponent fed the chief the chicken .,DO,FEED,THE,to
the girl fed the salad to the professor .,PD,FEED,THE,to
the girl fed the professor the salad .,DO,FEED,THE,to
the teacher fed the salad to the lady .,PD,FEED,THE,to
the teacher fed the lady the salad .,DO,FEED,THE,to
the daughter fed the salad to the worker .,PD,FEED,THE,to
the daughter fed the worker the salad .,DO,FEED,THE,to
the woman fed the chocolate to the employer .,PD,FEED,THE,to
the woman fed the employer the chocolate .,DO,FEED,THE,to
the employer fed the salad to the buddy .,PD,FEED,THE,to
the employer fed the buddy the salad .,DO,FEED,THE,to
a chief fed a cheese to a minister .,PD,FEED,A,to
a chief fed a minister a cheese .,DO,FEED,A,to
a chief fed a cheese to a teacher .,PD,FEED,A,to
a chief fed a teacher a cheese .,DO,FEED,A,to
a cop fed a candy to an aunt .,PD,FEED,A,to
a cop fed an aunt a candy .,DO,FEED,A,to
a worker fed a candy to a sheriff .,PD,FEED,A,to
a worker fed a sheriff a candy .,DO,FEED,A,to
a champion fed a meal to a kid .,PD,FEED,A,to
a champion fed a kid a meal .,DO,FEED,A,to
an actor fed a candy to a teacher .,PD,FEED,A,to
an actor fed a teacher a candy .,DO,FEED,A,to
a singer fed a chocolate to a guest .,PD,FEED,A,to
a singer fed a guest a chocolate .,DO,FEED,A,to
an actress fed a pie to a father .,PD,FEED,A,to
an actress fed a father a pie .,DO,FEED,A,to
a kid fed a chicken to a girl .,PD,FEED,A,to
a kid fed a girl a chicken .,DO,FEED,A,to
an actress fed a chocolate to a wife .,PD,FEED,A,to
an actress fed a wife a chocolate .,DO,FEED,A,to
an opponent fed a chicken to a prince .,PD,FEED,A,to
an opponent fed a prince a chicken .,DO,FEED,A,to
the father bought the juice for the secretary .,PD,BUY,THE,for
the father bought the secretary the juice .,DO,BUY,THE,for
the president bought the cheese for the mother .,PD,BUY,THE,for
the president bought the mother the cheese .,DO,BUY,THE,for
the bishop bought the juice for the physician .,PD,BUY,THE,for
the bishop bought the physician the juice .,DO,BUY,THE,for
the mayor bought the beer for the buddy .,PD,BUY,THE,for
the mayor bought the buddy the beer .,DO,BUY,THE,for
the adult bought the coffee for the actress .,PD,BUY,THE,for
the adult bought the actress the coffee .,DO,BUY,THE,for
the wife bought the salad for the physician .,PD,BUY,THE,for
the wife bought the physician the salad .,DO,BUY,THE,for
a man bought a glass for an attorney .,PD,BUY,A,for
a man bought an attorney a glass .,DO,BUY,A,for
a minister bought a beer for a wife .,PD,BUY,A,for
a minister bought a wife a beer .,DO,BUY,A,for
an actor bought a juice for an aunt .,PD,BUY,A,for
an actor bought an aunt a juice .,DO,BUY,A,for
a friend bought a guitar for an author .,PD,BUY,A,for
a friend bought an author a guitar .,DO,BUY,A,for
a kid bought a salad for a friend .,PD,BUY,A,for
a kid bought a friend a salad .,DO,BUY,A,for
a parent bought a candy for a captain .,PD,BUY,A,for
a parent bought a captain a candy .,DO,BUY,A,for
an opponent bought a salad for a pilot .,PD,BUY,A,for
an opponent bought a pilot a salad .,DO,BUY,A,for
the actress caught the newspaper for the champion .,PD,CATCH,THE,for
the actress caught the champion the newspaper .,DO,CATCH,THE,for
the bishop caught the motor for the wife .,PD,CATCH,THE,for
the bishop caught the wife the motor .,DO,CATCH,THE,for
the sheriff caught the cigarette for the colonel .,PD,CATCH,THE,for
the sheriff caught the colonel the cigarette .,DO,CATCH,THE,for
the son caught the bag for the guest .,PD,CATCH,THE,for
the son caught the guest the bag .,DO,CATCH,THE,for
a cop caught a book for a boy .,PD,CATCH,A,for
a cop caught a boy a book .,DO,CATCH,A,for
an uncle caught a flower for a captain .,PD,CATCH,A,for
an uncle caught a captain a flower .,DO,CATCH,A,for
a leader caught a box for an opponent .,PD,CATCH,A,for
a leader caught an opponent a box .,DO,CATCH,A,for
a soldier caught a motor for an attorney .,PD,CATCH,A,for
a soldier caught an attorney a motor .,DO,CATCH,A,for
a lawyer caught a camera for a secretary .,PD,CATCH,A,for
a lawyer caught a secretary a camera .,DO,CATCH,A,for
an actor caught a ball for a president .,PD,CATCH,A,for
an actor caught a president a ball .,DO,CATCH,A,for
the brother threw the pie to the nurse .,PD,THROW,THE,to
the brother threw the nurse the pie .,DO,THROW,THE,to
the chief threw the chocolate to the employer .,PD,THROW,THE,to
the chief threw the employer the chocolate .,DO,THROW,THE,to
the princess threw the juice to the professor .,PD,THROW,THE,to
