prime_sentence,prime_structure,prime_verb,target_sentence,target_structure,target_verb,perplexity,log_prob
the uncle fed the chocolate to you .,PD,FEED,an administration designed you a crystal .,DO,DESIGN,5524.4267578125,-51.70160675048828
the uncle fed you the chocolate .,DO,FEED,an administration designed you a crystal .,DO,DESIGN,5569.7802734375,-51.75066375732422
the man supplied the coffee to him .,PD,SUPPLY,an administration designed a crystal for us .,PD,DESIGN,990.3565673828125,-48.28645324707031
the man supplied him the coffee .,DO,SUPPLY,an administration designed a crystal for us .,PD,DESIGN,967.7471923828125,-48.124794006347656
the man supplied the coffee to him .,PD,SUPPLY,an administration designed us a crystal .,DO,DESIGN,4884.08203125,-50.96241760253906
the man supplied him the coffee .,DO,SUPPLY,an administration designed us a crystal .,DO,DESIGN,4747.8388671875,-50.792667388916016
the man took the coat to you .,PD,TAKE,an administration designed a crystal for him .,PD,DESIGN,751.7666625976562,-46.35697937011719
the man took you the coat .,DO,TAKE,an administration designed a crystal for him .,PD,DESIGN,777.4092407226562,-46.591766357421875
the man took the coat to you .,PD,TAKE,an administration designed him a crystal .,DO,DESIGN,2772.843017578125,-47.56576919555664
the man took you the coat .,DO,TAKE,an administration designed him a crystal .,DO,DESIGN,2828.481689453125,-47.68497085571289
a buddy promised a box to me .,PD,PROMISE,the writer found the gun for you .,PD,FIND,1483.7042236328125,-51.1160774230957
a buddy promised me a box .,DO,PROMISE,the writer found the gun for you .,PD,FIND,1450.6175537109375,-50.95820999145508
a buddy promised a box to me .,PD,PROMISE,the writer found you the gun .,DO,FIND,2888.651123046875,-47.8112678527832
a buddy promised me a box .,DO,PROMISE,the writer found you the gun .,DO,FIND,2814.030029296875,-47.65423583984375
a cousin sold a beer to him .,PD,SELL,the writer found the gun for you .,PD,FIND,1477.95458984375,-51.088897705078125
a cousin sold him a beer .,DO,SELL,the writer found the gun for you .,PD,FIND,1461.849853515625,-51.012203216552734
a cousin sold a beer to him .,PD,SELL,the writer found you the gun .,DO,FIND,2887.0224609375,-47.807884216308594
a cousin sold him a beer .,DO,SELL,the writer found you the gun .,DO,FIND,2852.127197265625,-47.734920501708984
a bishop showed a camera to us .,PD,SHOW,the writer found the gun for you .,PD,FIND,1482.4571533203125,-51.110191345214844
a bishop showed us a camera .,DO,SHOW,the writer found the gun for you .,PD,FIND,1479.2493896484375,-51.095027923583984
a bishop showed a camera to us .,PD,SHOW,the writer found you the gun .,DO,FIND,2884.0322265625,-47.801666259765625
a bishop showed us a camera .,DO,SHOW,the writer found you the gun .,DO,FIND,2865.6884765625,-47.76338195800781
a hero threw a newspaper to us .,PD,THROW,the writer found the gun for you .,PD,FIND,1463.2884521484375,-51.01908874511719
a hero threw us a newspaper .,DO,THROW,the writer found the gun for you .,PD,FIND,1434.4659423828125,-50.87983322143555
a hero threw a newspaper to us .,PD,THROW,the writer found you the gun .,DO,FIND,2832.894775390625,-47.6943244934082
a hero threw us a newspaper .,DO,THROW,the writer found you the gun .,DO,FIND,2777.67041015625,-47.57620620727539
a prince threw a beer to them .,PD,THROW,the writer found the gun for you .,PD,FIND,1479.8531494140625,-51.09788513183594
a prince threw them a beer .,DO,THROW,the writer found the gun for you .,PD,FIND,1468.382568359375,-51.04341506958008
a prince threw a beer to them .,PD,THROW,the writer found you the gun .,DO,FIND,2877.11669921875,-47.787261962890625
a prince threw them a beer .,DO,THROW,the writer found you the gun .,DO,FIND,2852.879638671875,-47.73650360107422
a child gave a candy to you .,PD,GIVE,the writer found the gun for us .,PD,FIND,1261.8597412109375,-49.982391357421875
a child gave you a candy .,DO,GIVE,the writer found the gun for us .,PD,FIND,1223.9765625,-49.769020080566406
a child gave a candy to you .,PD,GIVE,the writer found us the gun .,DO,FIND,2566.04736328125,-47.100730895996094
a child gave you a candy .,DO,GIVE,the writer found us the gun .,DO,FIND,2494.990478515625,-46.9322395324707
a man supplied a beer to her .,PD,SUPPLY,the writer found the gun for him .,PD,FIND,699.6105346679688,-45.85366439819336
a man supplied her a beer .,DO,SUPPLY,the writer found the gun for him .,PD,FIND,701.3286743164062,-45.87083435058594
a man supplied a beer to her .,PD,SUPPLY,the writer found him the gun .,DO,FIND,1831.4478759765625,-45.077171325683594
a man supplied her a beer .,DO,SUPPLY,the writer found him the gun .,DO,FIND,1831.5247802734375,-45.077423095703125
a colonel gave a tea to us .,PD,GIVE,the writer found the gun for them .,PD,FIND,952.3854370117188,-48.012786865234375
a colonel gave us a tea .,DO,GIVE,the writer found the gun for them .,PD,FIND,949.1150512695312,-47.98870849609375
a colonel gave a tea to us .,PD,GIVE,the writer found them the gun .,DO,FIND,1891.7381591796875,-45.271507263183594
a colonel gave us a tea .,DO,GIVE,the writer found them the gun .,DO,FIND,1878.741943359375,-45.23014450073242
a leader supplied a coffee to them .,PD,SUPPLY,the writer found the gun for me .,PD,FIND,995.870361328125,-48.3253173828125
a leader supplied them a coffee .,DO,SUPPLY,the writer found the gun for me .,PD,FIND,971.391845703125,-48.15110778808594
a leader supplied a coffee to them .,PD,SUPPLY,the writer found me the gun .,DO,FIND,2063.5703125,-45.793155670166016
a leader supplied them a coffee .,DO,SUPPLY,the writer found me the gun .,DO,FIND,2030.3248291015625,-45.69570541381836
a girl showed a ball to me .,PD,SHOW,the writer found the gun for it .,PD,FIND,867.5416259765625,-47.359642028808594
a girl showed me a ball .,DO,SHOW,the writer found the gun for it .,PD,FIND,853.962158203125,-47.24920654296875
a girl showed a ball to me .,PD,SHOW,the writer found it the gun .,DO,FIND,1628.35400390625,-44.3719482421875
a girl showed me a ball .,DO,SHOW,the writer found it the gun .,DO,FIND,1587.5386962890625,-44.21963882446289
a lady sold a tea to you .,PD,SELL,the parent made the book for them .,PD,MAKE,555.9697265625,-44.2449951171875
a lady sold you a tea .,DO,SELL,the parent made the book for them .,PD,MAKE,541.30224609375,-44.05784225463867
a lady sold a tea to you .,PD,SELL,the parent made them the book .,DO,MAKE,1781.9876708984375,-44.912906646728516
a lady sold you a tea .,DO,SELL,the parent made them the book .,DO,MAKE,1733.298828125,-44.74668884277344
an employer took a wire to you .,PD,TAKE,the parent made the book for us .,PD,MAKE,703.8065795898438,-45.89552307128906
an employer took you a wire .,DO,TAKE,the parent made the book for us .,PD,MAKE,713.8201293945312,-45.994415283203125
an employer took a wire to you .,PD,TAKE,the parent made us the book .,DO,MAKE,2689.5810546875,-47.382843017578125
an employer took you a wire .,DO,TAKE,the parent made us the book .,DO,MAKE,2715.70751953125,-47.44084548950195
an uncle gave a coffee to me .,PD,GIVE,the parent made the book for us .,PD,MAKE,705.0957641601562,-45.90833282470703
an uncle gave me a coffee .,DO,GIVE,the parent made the book for us .,PD,MAKE,695.7195434570312,-45.81462478637695
an uncle gave a coffee to me .,PD,GIVE,the parent made us the book .,DO,MAKE,2676.25927734375,-47.353050231933594
an uncle gave me a coffee .,DO,GIVE,the parent made us the book .,DO,MAKE,2661.89794921875,-47.32076644897461
a man took a hat to it .,PD,TAKE,the parent made the book for you .,PD,MAKE,936.4700927734375,-47.89482116699219
a man took it a hat .,DO,TAKE,the parent made the book for you .,PD,MAKE,913.2616577148438,-47.719154357910156
a man took a hat to it .,PD,TAKE,the parent made you the book .,DO,MAKE,3469.185546875,-48.91004943847656
a man took it a hat .,DO,TAKE,the parent made you the book .,DO,MAKE,3365.213134765625,-48.72747802734375
an actress promised a beer to you .,PD,PROMISE,the parent made the book for him .,PD,MAKE,521.257080078125,-43.793701171875
an actress promised you a beer .,DO,PROMISE,the parent made the book for him .,PD,MAKE,515.2920532226562,-43.713134765625
an actress promised a beer to you .,PD,PROMISE,the parent made him the book .,DO,MAKE,1835.7530517578125,-45.09125900268555
an actress promised you a beer .,DO,PROMISE,the parent made him the book .,DO,MAKE,1800.300048828125,-44.97425079345703
a worker took a jacket to me .,PD,TAKE,the parent made the book for them .,PD,MAKE,567.7115478515625,-44.391292572021484
a worker took me a jacket .,DO,TAKE,the parent made the book for them .,PD,MAKE,549.2769165039062,-44.16021728515625
a worker took a jacket to me .,PD,TAKE,the parent made them the book .,DO,MAKE,1819.50048828125,-45.03790283203125
a worker took me a jacket .,DO,TAKE,the parent made them the book .,DO,MAKE,1747.4652099609375,-44.795528411865234
a soldier sent a coat to her .,PD,SEND,the parent made the book for you .,PD,MAKE,935.6646118164062,-47.888797760009766
a soldier sent her a coat .,DO,SEND,the parent made the book for you .,PD,MAKE,926.0927124023438,-47.81681823730469
a soldier sent a coat to her .,PD,SEND,the parent made you the book .,DO,MAKE,3433.763916015625,-48.848472595214844
a soldier sent her a coat .,DO,SEND,the parent made you the book .,DO,MAKE,3410.0869140625,-48.80695724487305
a physician sold a tea to them .,PD,SELL,the parent made the book for them .,PD,MAKE,557.7565307617188,-44.2674560546875
a physician sold them a tea .,DO,SELL,the parent made the book for them .,PD,MAKE,543.5514526367188,-44.08686828613281
a physician sold a tea to them .,PD,SELL,the parent made them the book .,DO,MAKE,1779.9891357421875,-44.90617370605469
a physician sold them a tea .,DO,SELL,the parent made them the book .,DO,MAKE,1746.169189453125,-44.79107666015625
a king supplied a coffee to him .,PD,SUPPLY,the parent made the book for her .,PD,MAKE,546.0890502929688,-44.11947250366211
a king supplied him a coffee .,DO,SUPPLY,the parent made the book for her .,PD,MAKE,526.5723876953125,-43.86471939086914
a king supplied a coffee to him .,PD,SUPPLY,the parent made her the book .,DO,MAKE,1477.741455078125,-43.78961944580078
a king supplied him a coffee .,DO,SUPPLY,the parent made her the book .,DO,MAKE,1389.8018798828125,-43.4214973449707
a manager showed a meal to me .,PD,SHOW,the parent made the book for you .,PD,MAKE,953.5924072265625,-48.02165222167969
a manager showed me a meal .,DO,SHOW,the parent made the book for you .,PD,MAKE,934.30419921875,-47.87861251831055
a manager showed a meal to me .,PD,SHOW,the parent made you the book .,DO,MAKE,3527.57177734375,-49.010189056396484
a manager showed me a meal .,DO,SHOW,the parent made you the book .,DO,MAKE,3460.22216796875,-48.894527435302734
a boy brought a tea to them .,PD,BRING,the student found the candy for it .,PD,FIND,845.5494995117188,-47.17990493774414
a boy brought them a tea .,DO,BRING,the student found the candy for it .,PD,FIND,831.3379516601562,-47.06125259399414
a boy brought a tea to them .,PD,BRING,the student found it the candy .,DO,FIND,2068.830078125,-45.80842971801758
a boy brought them a tea .,DO,BRING,the student found it the candy .,DO,FIND,2049.97705078125,-45.753501892089844
a champion took a cigarette to me .,PD,TAKE,the student found the candy for you .,PD,FIND,1434.04150390625,-50.87776184082031
a champion took me a cigarette .,DO,TAKE,the student found the candy for you .,PD,FIND,1386.0540771484375,-50.63951110839844
a champion took a cigarette to me .,PD,TAKE,the student found you the candy .,DO,FIND,3873.102783203125,-49.570865631103516
a champion took me a cigarette .,DO,TAKE,the student found you the candy .,DO,FIND,3706.552978515625,-49.30714416503906
a woman brought a juice to us .,PD,BRING,the student found the candy for me .,PD,FIND,1027.733642578125,-48.5457763671875
a woman brought us a juice .,DO,BRING,the student found the candy for me .,PD,FIND,1035.2513427734375,-48.59679412841797
a woman brought a juice to us .,PD,BRING,the student found me the candy .,DO,FIND,3230.5439453125,-48.4824333190918
a woman brought us a juice .,DO,BRING,the student found me the candy .,DO,FIND,3253.497802734375,-48.5249137878418
an aunt gave a television to you .,PD,GIVE,the student found the candy for you .,PD,FIND,1407.2691650390625,-50.74584197998047
an aunt gave you a television .,DO,GIVE,the student found the candy for you .,PD,FIND,1357.733642578125,-50.49500274658203
an aunt gave a television to you .,PD,GIVE,the student found you the candy .,DO,FIND,3787.00439453125,-49.43598175048828
an aunt gave you a television .,DO,GIVE,the student found you the candy .,DO,FIND,3645.20654296875,-49.207008361816406
a writer fed a chicken to you .,PD,FEED,the student found the candy for you .,PD,FIND,1441.8204345703125,-50.91563034057617
a writer fed you a chicken .,DO,FEED,the student found the candy for you .,PD,FIND,1403.510986328125,-50.72712326049805
a writer fed a chicken to you .,PD,FEED,the student found you the candy .,DO,FIND,3902.727783203125,-49.61658477783203
a writer fed you a chicken .,DO,FEED,the student found you the candy .,DO,FIND,3776.81396484375,-49.41981506347656
a minister supplied a salad to me .,PD,SUPPLY,the student found the candy for us .,PD,FIND,1277.762939453125,-50.07006072998047
a minister supplied me a salad .,DO,SUPPLY,the student found the candy for us .,PD,FIND,1278.2755126953125,-50.07286834716797
a minister supplied a salad to me .,PD,SUPPLY,the student found us the candy .,DO,FIND,4003.57275390625,-49.7696533203125
a minister supplied me a salad .,DO,SUPPLY,the student found us the candy .,DO,FIND,4012.489013671875,-49.78300094604492
a worker fed a meal to you .,PD,FEED,the student found the candy for it .,PD,FIND,854.3783569335938,-47.25261688232422
a worker fed you a meal .,DO,FEED,the student found the candy for it .,PD,FIND,850.4368896484375,-47.22024917602539
a worker fed a meal to you .,PD,FEED,the student found it the candy .,DO,FIND,2102.552001953125,-45.90544128417969
a worker fed you a meal .,DO,FEED,the student found it the candy .,DO,FIND,2069.15625,-45.80937576293945
a priest brought a beer to them .,PD,BRING,the student found the candy for us .,PD,FIND,1278.9652099609375,-50.07664489746094
a priest brought them a beer .,DO,BRING,the student found the candy for us .,PD,FIND,1277.32568359375,-50.067665100097656
a priest brought a beer to them .,PD,BRING,the student found us the candy .,DO,FIND,4006.73291015625,-49.77438735961914
a priest brought them a beer .,DO,BRING,the student found us the candy .,DO,FIND,4005.701416015625,-49.77284240722656
a worker supplied a cheese to you .,PD,SUPPLY,the student found the candy for me .,PD,FIND,1037.74560546875,-48.61363983154297
a worker supplied you a cheese .,DO,SUPPLY,the student found the candy for me .,PD,FIND,1013.0944213867188,-48.445350646972656
a worker supplied a cheese to you .,PD,SUPPLY,the student found me the candy .,DO,FIND,3267.1806640625,-48.55009460449219
a worker supplied you a cheese .,DO,SUPPLY,the student found me the candy .,DO,FIND,3175.423828125,-48.37917709350586
